Customer ID,Age,Gender,City,Subscription Type,Monthly Spending,Tenure,Number of Purchases,Customer Support Requests,Login Frequency,Last Activity Date,Satisfaction Score,Churn Status
CUST-11240,58,Male,Multan,Premium,73.99,22,3,3,20,2025-07-15,2,0
CUST-11241,38,Male,Rawalpindi,Premium,73.96,44,50,7,9,2025-07-22,5,0
CUST-11242,51,Male,Faisalabad,Standard,66.05,53,29,3,12,2026-01-28,2,1
CUST-11243,52,Male,Rawalpindi,Premium,96.96,71,15,4,9,2025-09-23,2,1
CUST-11244,28,Male,Peshawar,Standard,47.61,54,28,4,17,2025-08-07,4,0
CUST-11245,38,Female,Multan,Basic,11.59,26,43,5,20,2025-08-21,4,0
CUST-11246,62,Male,Rawalpindi,Premium,86.81,36,22,10,12,2025-09-12,2,1
CUST-11247,60,Female,Multan,Standard,44.36,64,17,6,12,2025-07-08,5,0
CUST-11248,51,Female,Multan,Basic,22.02,71,10,5,12,2026-06-01,3,1
CUST-11249,65,Female,Karachi,Standard,44.62,24,43,10,5,2025-06-30,3,1
CUST-11250,29,Female,Karachi,Standard,59.61,1,7,1,16,2026-03-20,1,1
CUST-11251,52,Male,Lahore,Premium,119.19,8,19,9,30,2025-07-11,5,1
CUST-11252,68,Female,Karachi,Premium,86.25,1,43,10,2,2025-10-14,5,1
CUST-11253,56,Female,Rawalpindi,Premium,102.38,16,50,5,1,2026-01-06,4,0
CUST-11254,23,Male,Islamabad,Standard,51.48,67,15,0,7,2026-06-01,4,0
CUST-11255,37,Female,Multan,Basic,28.32,25,40,5,14,2025-09-08,4,0
CUST-11256,30,Male,Faisalabad,Premium,76.45,62,45,2,17,2026-01-25,1,0
CUST-11257,40,Male,Lahore,Basic,11.01,27,29,8,21,2026-04-04,5,0
CUST-11258,20,Female,Karachi,Standard,64.57,57,2,6,20,2026-02-19,1,1
CUST-11259,58,Female,Peshawar,Basic,10.95,57,28,9,12,2026-06-16,1,1
CUST-11260,20,Male,Islamabad,Premium,110.65,26,32,3,21,2025-09-10,3,0
CUST-11261,42,Female,Peshawar,Premium,98.47,27,15,3,18,2026-02-23,1,0
CUST-11262,65,Male,Peshawar,Basic,22.68,68,33,3,18,2026-02-21,4,0
CUST-11263,64,Male,Multan,Premium,107.97,33,21,9,13,2025-12-01,4,0
CUST-11264,54,Male,Faisalabad,Standard,45.29,4,23,0,24,2025-11-22,4,0
CUST-11265,46,Male,Islamabad,Basic,10.61,53,22,4,7,2025-09-22,2,1
CUST-11266,22,Female,Multan,Premium,83.45,26,48,6,24,2026-05-11,3,1
CUST-11267,60,Female,Rawalpindi,Standard,42.9,11,8,6,6,2026-04-16,1,1
CUST-11268,24,Female,Karachi,Standard,34.8,63,19,1,27,2025-08-27,2,0
CUST-11269,60,Female,Peshawar,Basic,28.72,61,8,1,26,2025-11-15,2,0
CUST-11270,63,Female,Faisalabad,Premium,110.8,3,31,5,29,2026-04-11,4,1
CUST-11271,21,Female,Multan,Standard,43.79,61,42,10,18,2025-09-16,3,1
CUST-11272,54,Female,Karachi,Basic,29.47,67,48,2,22,2025-12-03,2,1
CUST-11273,63,Female,Lahore,Basic,26.81,56,9,3,28,2025-06-27,3,1
CUST-11274,67,Female,Rawalpindi,Basic,10.39,26,27,1,19,2025-10-10,3,0
CUST-11275,39,Female,Faisalabad,Standard,48.8,28,40,4,14,2025-06-29,3,1
CUST-11276,59,Male,Karachi,Basic,11.39,21,8,0,23,2025-11-08,2,0
CUST-11277,67,Male,Islamabad,Standard,32.83,58,6,4,30,2025-08-17,3,1
CUST-11278,25,Male,Multan,Basic,10.62,1,45,10,26,2026-01-24,2,1
CUST-11279,59,Male,Peshawar,Premium,112.24,32,42,4,8,2026-05-20,5,0
CUST-11280,64,Male,Peshawar,Basic,29.12,48,41,0,27,2026-01-22,2,0
CUST-11281,40,Female,Faisalabad,Premium,97.92,47,14,0,16,2026-05-16,5,0
CUST-11282,32,Male,Rawalpindi,Premium,92.72,72,15,5,3,2025-11-19,4,0
CUST-11283,64,Female,Peshawar,Standard,40.77,6,31,2,9,2025-10-21,3,1
CUST-11284,47,Male,Islamabad,Premium,88.18,57,37,0,20,2025-09-24,4,0
CUST-11285,35,Female,Faisalabad,Premium,100.51,48,31,5,30,2026-03-30,4,0
CUST-11286,55,Female,Lahore,Standard,59.6,4,27,5,10,2026-04-01,4,0
CUST-11287,57,Female,Lahore,Basic,17.97,17,49,5,5,2025-07-04,2,1
CUST-11288,45,Male,Peshawar,Basic,26.76,6,3,0,1,2025-07-29,5,1
CUST-11289,23,Female,Islamabad,Basic,23.35,27,8,3,13,2026-02-06,5,0
CUST-11290,67,Female,Peshawar,Standard,66.89,22,17,0,8,2025-10-27,5,0
CUST-11291,26,Male,Quetta,Standard,37.48,48,45,5,14,2026-03-07,3,0
CUST-11292,43,Female,Rawalpindi,Standard,44.58,35,40,4,19,2025-11-29,5,0
CUST-11293,30,Male,Rawalpindi,Basic,21.79,45,37,6,21,2025-08-29,4,0
CUST-11294,27,Female,Quetta,Basic,19.09,37,12,5,20,2026-06-12,5,0
CUST-11295,18,Male,Karachi,Standard,65.0,11,42,5,22,2025-09-20,4,1
CUST-11296,23,Female,Karachi,Premium,116.21,68,43,4,26,2025-10-15,2,1
CUST-11297,60,Female,Karachi,Basic,21.54,11,40,8,23,2026-04-13,3,0
CUST-11298,31,Male,Faisalabad,Premium,84.68,12,4,5,14,2026-03-16,3,0
CUST-11299,29,Male,Islamabad,Standard,58.43,54,23,7,10,2025-10-15,2,1
CUST-11300,37,Male,Multan,Basic,23.82,35,38,0,3,2025-11-07,3,1
CUST-11301,26,Male,Karachi,Premium,85.71,41,31,3,11,2025-08-16,4,0
CUST-11302,56,Male,Karachi,Premium,91.94,53,41,2,21,2025-11-01,5,0
CUST-11303,54,Female,Lahore,Standard,38.9,40,10,1,13,2026-02-06,5,0
CUST-11304,37,Female,Peshawar,Basic,18.55,24,24,7,7,2026-05-31,1,1
CUST-11305,44,Female,Faisalabad,Standard,47.03,69,20,9,14,2025-10-11,1,1
CUST-11306,65,Male,Lahore,Premium,104.71,20,2,0,3,2025-08-12,1,1
CUST-11307,55,Female,Multan,Standard,32.65,19,26,3,30,2026-05-18,2,1
CUST-11308,49,Female,Islamabad,Premium,78.67,43,37,1,27,2025-12-11,2,0
CUST-11309,37,Female,Karachi,Premium,91.66,54,50,4,16,2026-06-18,1,1
CUST-11310,69,Female,Karachi,Premium,95.42,72,47,8,21,2026-02-23,2,1
CUST-11311,23,Female,Peshawar,Standard,68.26,67,45,10,15,2026-01-26,3,1
CUST-11312,25,Female,Karachi,Premium,94.85,26,20,3,8,2025-08-13,1,0
CUST-11313,41,Male,Faisalabad,Basic,23.94,47,43,0,19,2026-03-20,2,0
CUST-11314,44,Female,Karachi,Basic,28.12,34,28,3,29,2026-06-16,5,0
CUST-11315,19,Female,Multan,Premium,114.0,27,12,3,27,2025-12-28,1,1
CUST-11316,24,Female,Quetta,Standard,62.93,46,50,9,2,2026-02-26,5,0
CUST-11317,29,Female,Rawalpindi,Premium,78.53,25,19,4,25,2025-12-11,3,1
CUST-11318,38,Male,Peshawar,Premium,115.78,23,24,7,16,2025-12-23,5,0
CUST-11319,27,Male,Peshawar,Standard,44.87,54,44,6,26,2025-09-27,5,0
CUST-11320,54,Male,Karachi,Premium,108.44,31,13,7,10,2026-02-26,2,1
CUST-11321,50,Male,Faisalabad,Premium,96.62,18,30,8,10,2025-10-19,2,1
CUST-11322,55,Female,Islamabad,Basic,10.02,58,32,1,23,2025-10-08,1,0
CUST-11323,38,Female,Quetta,Standard,32.93,46,37,5,25,2026-05-09,5,0
CUST-11324,47,Female,Peshawar,Premium,100.08,8,29,3,30,2025-09-16,1,1
CUST-11325,69,Male,Quetta,Premium,95.41,23,6,6,19,2026-03-07,3,1
CUST-11326,45,Female,Multan,Premium,78.93,30,47,3,26,2025-08-10,1,0
CUST-11327,26,Female,Peshawar,Basic,27.45,54,33,2,1,2025-12-14,3,1
CUST-11328,60,Male,Multan,Premium,105.42,9,9,8,30,2026-01-06,3,1
CUST-11329,40,Male,Rawalpindi,Standard,59.52,51,41,4,7,2026-04-18,2,1
CUST-11330,29,Male,Rawalpindi,Basic,18.03,61,17,9,12,2025-12-11,3,1
CUST-11331,45,Female,Lahore,Standard,66.86,25,18,6,12,2025-09-18,5,0
CUST-11332,64,Female,Quetta,Standard,62.6,12,4,9,13,2026-01-21,3,1
CUST-11333,38,Male,Karachi,Standard,56.19,13,20,7,24,2025-07-10,3,1
CUST-11334,68,Male,Karachi,Standard,42.94,30,13,0,21,2025-08-01,1,0
CUST-11335,45,Male,Lahore,Premium,117.21,58,10,4,10,2025-07-16,5,0
CUST-11336,29,Female,Karachi,Standard,65.5,67,12,0,3,2026-03-08,4,0
CUST-11337,38,Male,Islamabad,Standard,41.87,28,15,8,2,2025-11-04,5,0
CUST-11338,60,Male,Quetta,Basic,21.19,11,11,4,4,2026-03-08,4,0
CUST-11339,67,Male,Quetta,Standard,40.79,67,42,4,9,2025-06-22,3,1
CUST-11340,59,Female,Karachi,Basic,18.86,24,27,3,29,2025-12-29,4,0
CUST-11341,61,Female,Karachi,Standard,35.47,66,10,10,18,2025-07-11,4,0
CUST-11342,47,Male,Quetta,Basic,20.25,59,10,0,22,2025-12-08,4,0
CUST-11343,18,Male,Lahore,Basic,22.78,47,38,7,22,2025-10-14,2,1
CUST-11344,62,Female,Karachi,Premium,97.99,63,45,6,12,2026-03-21,1,1
CUST-11345,69,Male,Islamabad,Premium,104.15,59,16,4,24,2026-04-14,3,1
CUST-11346,47,Male,Faisalabad,Premium,88.35,33,10,10,22,2025-07-09,1,1
CUST-11347,19,Female,Quetta,Basic,11.64,26,33,7,14,2026-03-19,4,0
CUST-11348,54,Female,Peshawar,Basic,17.54,58,31,0,22,2026-01-21,3,0
CUST-11349,53,Female,Multan,Standard,60.58,48,9,6,27,2025-11-03,1,1
CUST-11350,62,Male,Islamabad,Basic,23.56,15,18,5,17,2025-12-13,5,0
CUST-11351,64,Male,Quetta,Basic,26.77,41,47,7,10,2025-12-11,2,1
CUST-11352,37,Female,Karachi,Basic,18.42,69,16,6,18,2025-08-25,2,1
CUST-11353,51,Male,Faisalabad,Standard,69.93,70,39,10,7,2025-08-12,5,0
CUST-11354,55,Male,Karachi,Basic,27.39,67,18,5,4,2025-08-26,5,0
CUST-11355,44,Female,Multan,Premium,98.16,56,3,3,19,2025-06-24,1,1
CUST-11356,20,Male,Multan,Standard,36.92,39,39,2,9,2026-05-21,5,0
CUST-11357,30,Female,Islamabad,Premium,106.58,39,39,0,8,2025-12-06,1,0
CUST-11358,41,Male,Peshawar,Premium,102.31,44,17,0,8,2025-10-26,2,0
CUST-11359,41,Female,Rawalpindi,Standard,60.66,14,2,4,20,2025-07-21,1,1
CUST-11360,35,Female,Quetta,Standard,33.63,70,14,1,17,2025-10-18,2,0
CUST-11361,34,Female,Islamabad,Basic,14.66,50,32,2,7,2026-05-30,4,0
CUST-11362,56,Female,Karachi,Premium,85.14,41,25,0,23,2025-12-17,2,0
CUST-11363,26,Male,Faisalabad,Standard,50.45,45,29,5,27,2026-01-25,4,0
CUST-11364,31,Female,Faisalabad,Premium,83.46,64,24,8,19,2026-03-18,5,0
CUST-11365,44,Female,Islamabad,Premium,110.65,17,8,3,18,2025-09-27,5,0
CUST-11366,57,Female,Islamabad,Basic,14.88,39,28,9,14,2026-02-15,1,1
CUST-11367,38,Male,Faisalabad,Premium,86.14,55,24,4,9,2026-02-08,3,1
CUST-11368,51,Male,Karachi,Basic,29.29,21,15,2,7,2025-08-07,2,1
CUST-11369,70,Female,Peshawar,Premium,86.92,16,46,2,16,2025-12-26,4,0
CUST-11370,23,Female,Peshawar,Basic,13.18,1,27,0,15,2025-10-24,5,0
CUST-11371,67,Female,Karachi,Basic,28.23,15,7,5,29,2026-01-25,2,1
CUST-11372,51,Female,Quetta,Basic,17.2,59,35,6,26,2025-06-21,2,1
CUST-11373,60,Male,Karachi,Standard,58.52,25,46,4,11,2025-10-27,3,0
CUST-11374,42,Female,Quetta,Basic,20.56,18,24,4,4,2026-03-25,1,1
CUST-11375,20,Female,Faisalabad,Basic,28.52,13,35,4,1,2025-07-20,4,0
CUST-11376,31,Male,Multan,Standard,56.67,45,18,3,29,2026-06-06,1,1
CUST-11377,57,Female,Peshawar,Basic,10.73,25,49,8,29,2026-01-28,3,1
CUST-11378,60,Female,Multan,Basic,11.98,71,14,7,16,2026-01-07,3,1
CUST-11379,69,Female,Multan,Basic,27.06,44,27,10,5,2025-10-10,5,0
CUST-11380,29,Female,Quetta,Basic,24.65,65,12,9,15,2025-07-08,5,0
CUST-11381,36,Male,Islamabad,Basic,10.52,25,24,8,23,2026-02-11,4,0
CUST-11382,37,Male,Lahore,Premium,71.92,42,25,9,21,2025-12-17,4,0
CUST-11383,41,Male,Rawalpindi,Premium,86.49,19,23,10,24,2026-01-12,5,0
CUST-11384,27,Female,Islamabad,Premium,108.3,15,17,4,10,2026-03-13,1,1
CUST-11385,41,Female,Rawalpindi,Premium,76.98,69,11,2,19,2026-04-04,1,1
CUST-11386,31,Male,Rawalpindi,Premium,114.24,21,19,7,4,2025-12-22,3,1
CUST-11387,59,Male,Quetta,Basic,11.43,1,35,4,28,2026-01-29,5,1
CUST-11388,18,Female,Faisalabad,Premium,111.79,65,32,9,30,2025-12-08,3,1
CUST-11389,38,Male,Karachi,Premium,71.77,72,19,10,24,2026-04-21,3,1
CUST-11390,58,Female,Peshawar,Basic,25.02,69,25,6,28,2026-02-23,3,1
CUST-11391,60,Male,Islamabad,Basic,26.54,16,8,6,5,2025-11-16,1,1
CUST-11392,64,Male,Peshawar,Basic,24.67,13,14,5,7,2025-07-10,3,1
CUST-11393,20,Female,Islamabad,Premium,104.44,71,9,3,23,2025-12-04,3,0
CUST-11394,58,Male,Karachi,Basic,27.62,50,4,1,15,2026-02-25,4,0
CUST-11395,53,Female,Faisalabad,Standard,52.39,68,12,7,14,2026-02-05,1,1
CUST-11396,63,Female,Islamabad,Basic,20.48,69,44,5,10,2026-04-22,1,1
CUST-11397,42,Male,Faisalabad,Basic,24.96,21,47,7,9,2025-10-07,2,1
CUST-11398,33,Female,Multan,Basic,20.55,63,25,8,9,2026-05-04,3,1
CUST-11399,25,Male,Faisalabad,Basic,16.23,41,2,10,20,2026-01-16,2,1
CUST-11400,20,Male,Peshawar,Basic,14.14,58,4,8,23,2026-03-17,2,1
CUST-11401,39,Male,Islamabad,Standard,67.9,44,2,1,27,2025-08-22,2,1
CUST-11402,61,Female,Islamabad,Basic,22.27,59,26,4,4,2026-05-28,3,1
CUST-11403,62,Male,Faisalabad,Premium,89.92,51,39,10,29,2026-06-17,4,0
CUST-11404,53,Female,Rawalpindi,Standard,44.49,39,12,2,15,2025-11-04,1,0
CUST-11405,26,Female,Lahore,Basic,13.81,32,19,10,21,2026-06-07,1,1
CUST-11406,62,Female,Multan,Standard,50.89,70,37,8,10,2026-02-23,2,1
CUST-11407,50,Male,Islamabad,Premium,108.74,5,21,8,22,2025-11-07,5,1
CUST-11408,65,Female,Islamabad,Premium,92.42,52,34,8,9,2025-12-17,4,0
CUST-11409,53,Female,Peshawar,Basic,19.18,3,26,4,11,2025-10-26,3,1
CUST-11410,57,Female,Lahore,Basic,13.01,45,19,5,4,2025-09-17,3,1
CUST-11411,46,Female,Islamabad,Premium,103.6,59,50,6,7,2025-10-03,2,1
CUST-11412,36,Female,Karachi,Basic,26.5,50,18,0,2,2025-10-01,3,0
CUST-11413,43,Female,Karachi,Premium,116.72,9,33,3,18,2025-08-05,4,1
CUST-11414,44,Male,Multan,Basic,23.22,34,23,1,16,2026-03-24,3,1
CUST-11415,57,Male,Islamabad,Standard,54.79,69,12,6,11,2025-09-20,2,1
CUST-11416,30,Female,Karachi,Standard,69.4,52,20,4,5,2026-03-09,3,0
CUST-11417,49,Male,Islamabad,Premium,109.71,70,18,7,13,2026-03-28,5,0
CUST-11418,31,Female,Karachi,Standard,65.86,10,26,10,25,2025-10-20,5,1
CUST-11419,64,Male,Karachi,Basic,26.09,31,13,8,9,2025-08-27,5,0
CUST-11420,41,Male,Multan,Premium,117.64,31,38,9,8,2025-06-25,1,1
CUST-11421,25,Female,Quetta,Basic,16.16,19,47,0,29,2025-10-17,2,0
CUST-11422,38,Male,Faisalabad,Premium,110.33,19,32,7,17,2026-01-23,5,0
CUST-11423,55,Female,Rawalpindi,Premium,117.9,33,13,1,4,2025-07-20,3,0
CUST-11424,19,Male,Lahore,Basic,16.62,6,22,8,1,2026-03-15,5,0
CUST-11425,38,Female,Lahore,Standard,68.18,3,11,3,24,2026-02-03,3,0
CUST-11426,22,Male,Faisalabad,Premium,96.24,39,27,10,25,2026-01-25,1,1
CUST-11427,39,Female,Faisalabad,Basic,18.49,3,21,6,9,2025-11-06,2,1
CUST-11428,53,Female,Rawalpindi,Standard,48.85,61,1,1,30,2025-11-29,2,0
CUST-11429,51,Female,Islamabad,Basic,11.52,47,26,2,18,2026-02-15,3,1
CUST-11430,51,Male,Islamabad,Standard,67.48,51,42,5,3,2026-05-18,4,0
CUST-11431,58,Male,Karachi,Basic,16.95,26,37,1,13,2025-09-04,2,0
CUST-11432,49,Male,Rawalpindi,Basic,28.62,2,25,1,14,2026-04-30,5,0
CUST-11433,32,Male,Faisalabad,Premium,104.07,53,42,4,7,2026-04-29,3,1
CUST-11434,66,Male,Islamabad,Standard,48.37,53,10,9,26,2026-03-19,4,0
CUST-11435,64,Female,Lahore,Standard,39.31,43,10,6,24,2025-07-02,3,1
CUST-11436,30,Male,Multan,Standard,56.85,58,49,1,15,2026-05-30,3,0
CUST-11437,52,Female,Islamabad,Standard,56.53,29,12,0,14,2025-12-24,2,0
CUST-11438,22,Female,Lahore,Premium,72.81,13,26,5,24,2026-03-19,5,0
CUST-11439,60,Female,Karachi,Premium,74.52,13,15,6,28,2025-08-03,1,1
CUST-11440,32,Female,Karachi,Basic,12.86,41,36,2,6,2026-05-30,5,0
CUST-11441,32,Male,Karachi,Basic,16.69,57,48,6,6,2026-05-24,3,1
CUST-11442,39,Female,Lahore,Basic,14.86,14,39,0,25,2025-09-13,3,0
CUST-11443,45,Female,Peshawar,Standard,58.3,70,47,2,30,2025-08-13,1,1
CUST-11444,27,Male,Rawalpindi,Standard,54.94,1,22,5,16,2026-04-15,4,1
CUST-11445,38,Male,Multan,Basic,24.84,45,3,6,30,2026-05-07,1,1
CUST-11446,36,Male,Rawalpindi,Premium,93.82,34,31,3,8,2026-03-12,5,0
CUST-11447,21,Male,Rawalpindi,Basic,16.95,55,48,5,26,2025-11-21,2,1
CUST-11448,29,Male,Karachi,Standard,68.36,66,27,10,9,2025-08-15,2,1
CUST-11449,60,Male,Karachi,Premium,111.79,4,12,6,10,2025-09-17,5,1
CUST-11450,32,Female,Rawalpindi,Standard,38.2,41,1,5,30,2026-06-18,3,0
CUST-11451,51,Female,Peshawar,Standard,47.88,36,41,5,5,2026-05-13,1,1
CUST-11452,54,Female,Multan,Standard,69.6,37,31,7,17,2026-01-26,4,0
CUST-11453,34,Female,Quetta,Premium,90.3,56,29,6,29,2026-05-31,5,0
CUST-11454,24,Male,Faisalabad,Premium,102.34,13,25,7,21,2025-07-28,1,1
CUST-11455,38,Male,Quetta,Standard,66.98,39,42,1,4,2026-02-04,3,0
CUST-11456,54,Male,Quetta,Premium,91.47,45,19,2,23,2026-04-23,1,1
CUST-11457,62,Male,Peshawar,Standard,63.24,26,45,10,19,2026-05-03,4,0
CUST-11458,45,Female,Multan,Basic,23.29,46,28,2,6,2026-02-05,1,0
CUST-11459,41,Female,Multan,Standard,32.62,61,16,3,24,2026-01-04,2,1
CUST-11460,26,Female,Karachi,Basic,21.2,38,50,2,23,2025-08-01,2,1
CUST-11461,18,Male,Rawalpindi,Basic,10.37,67,29,1,13,2025-12-01,3,1
CUST-11462,44,Female,Lahore,Basic,22.8,71,21,8,28,2026-02-18,2,1
CUST-11463,20,Male,Islamabad,Premium,95.9,31,36,2,30,2025-09-10,1,0
CUST-11464,45,Female,Quetta,Standard,39.29,55,24,10,7,2025-11-18,3,1
CUST-11465,61,Male,Multan,Basic,17.16,38,44,3,24,2026-05-27,2,0
CUST-11466,30,Male,Rawalpindi,Standard,66.06,53,36,6,21,2026-03-13,2,1
CUST-11467,24,Male,Karachi,Basic,28.65,23,30,0,18,2025-06-25,4,0
CUST-11468,59,Male,Multan,Basic,18.65,31,48,9,18,2026-05-22,1,1
CUST-11469,38,Male,Lahore,Premium,82.3,20,34,10,14,2026-04-01,2,1
CUST-11470,23,Female,Peshawar,Basic,29.17,70,43,3,7,2025-12-21,2,1
CUST-11471,48,Female,Multan,Standard,38.23,27,35,6,19,2025-08-29,5,0
CUST-11472,46,Male,Lahore,Standard,54.76,61,2,4,20,2026-05-16,3,1
CUST-11473,68,Male,Lahore,Basic,29.62,24,2,3,10,2026-02-09,5,0
CUST-11474,60,Male,Islamabad,Basic,16.02,46,28,5,30,2025-11-11,3,1
CUST-11475,46,Male,Islamabad,Premium,85.12,43,32,5,15,2026-04-05,2,1
CUST-11476,40,Female,Islamabad,Premium,112.24,59,7,5,3,2025-11-05,3,0
CUST-11477,57,Male,Multan,Premium,92.86,18,8,3,24,2026-04-11,1,1
CUST-11478,21,Male,Rawalpindi,Basic,24.17,6,11,9,29,2025-10-09,5,0
CUST-11479,30,Male,Islamabad,Standard,59.61,60,5,0,24,2026-04-03,5,0
CUST-11480,43,Female,Quetta,Standard,42.25,53,23,8,10,2026-01-10,4,0
CUST-11481,21,Female,Faisalabad,Standard,61.12,31,33,0,26,2025-09-18,5,0
CUST-11482,67,Male,Rawalpindi,Premium,87.78,8,35,1,10,2025-11-24,5,0
CUST-11483,56,Male,Lahore,Premium,107.48,8,3,1,17,2026-06-15,2,1
CUST-11484,34,Male,Faisalabad,Premium,110.08,18,14,10,2,2025-12-13,1,1
CUST-11485,66,Female,Lahore,Standard,48.31,69,7,4,20,2025-11-19,1,1
CUST-11486,31,Male,Islamabad,Standard,35.08,16,38,4,1,2025-08-10,3,1
CUST-11487,57,Female,Quetta,Premium,111.55,43,10,9,22,2026-05-30,2,1
CUST-11488,70,Male,Quetta,Basic,27.98,15,36,2,18,2026-04-29,2,0
CUST-11489,33,Female,Quetta,Basic,11.44,67,50,1,30,2026-03-08,3,1
CUST-11490,53,Male,Faisalabad,Basic,23.49,59,4,0,28,2026-06-18,4,0
CUST-11491,58,Male,Quetta,Premium,74.06,69,28,7,22,2026-02-06,3,1
CUST-11492,19,Male,Peshawar,Standard,54.05,13,28,1,11,2025-09-16,2,1
CUST-11493,27,Male,Faisalabad,Basic,29.04,24,25,9,19,2026-01-24,1,1
CUST-11494,70,Female,Islamabad,Standard,54.08,23,35,9,19,2026-03-07,2,1
CUST-11495,29,Male,Rawalpindi,Standard,55.05,46,47,2,28,2026-04-28,1,0
CUST-11496,29,Male,Faisalabad,Premium,72.57,60,32,2,22,2026-03-11,1,0
CUST-11497,65,Female,Faisalabad,Standard,43.51,61,34,6,22,2025-12-04,1,1
CUST-11498,27,Male,Peshawar,Premium,80.96,66,19,8,11,2026-01-21,5,0
CUST-11499,58,Male,Faisalabad,Standard,31.18,37,33,3,13,2025-10-18,5,0
